,0
01111,0.0023727296342938168
01112,0.010616336587527033
01113,0.0037081445108166885
01114,0.005331020380370759
01115,0.003013327761824553
01121,0.003999697475278937
01122,0.0005741035917761879
01123,0.0
01124,0.006135706562286563
01125,0.006923411062763513
01126,0.0034172053420690987
01127,0.0
01130,0.0017065566853190245
01131,0.0002473596730069177
01132,0.0003825993288030903
01133,0.00025042865158020453
01134,0.0018685987539885686
01141,0.00023672054728619008
01142,0.0018397503553996726
01143,0.0010229928577622734
01144,0.00230377991568064
01145,0.007026937939969057
01146,0.0018806700697101635
01147,0.0009896432905992234
01151,0.0007639710661768658
01152,0.00013810403579790693
01153,0.00030362428018384277
01154,0.00032060596162269647
01155,0.0
01161,0.0008748634919582961
01162,0.0008844796248212615
01163,0.0006811086446981216
01164,0.00014874316151863455
01165,0.0006551246261109599
01166,0.00090350729197564
01167,0.00039999020738504894
01168,0.0014385325565853088
01169,8.347621719340151e-05
01171,0.001825428455391001
01172,0.00015815469581004747
01173,0.002156468944162872
01174,0.00230132473282201
01175,0.0003285853059132423
01176,0.00017452258153424386
01177,0.0013067710765055278
01178,0.001781030565364118
01179,0.0026857654487690732
01181,0.00037993954737290827
01182,0.0009706156234448451
01183,0.0023007896288656424
01184,0.0016574530281464354
01185,0.0006786534618394923
01186,0.0004961515360147027
01191,0.0019132012425870039
01192,0.00046096058170768035
01193,0.0008399715663327739
01194,0.0001638834558135162
01195,0.00016997419790511621
01211,0.0011390002478325154
01212,0.0006862236089869331
01213,2.2096645727665105e-05
01221,0.0013190469907986755
01222,0.0019985188469243773
01223,0.003793462115154062
01224,0.0
01311,0.002274191814563823
01312,0.0014565844459368984
02111,0.0051890289717133565
02121,0.0019412942002963215
02122,0.0003365646502037879
02131,0.004523060621310116
02211,0.010901830286600996
02212,2.4551828586294564e-05
02213,0.0028531270802989806
02411,0.0002659781430181911
03111,0.0002050077686955596
03121,0.016974473273794432
03122,0.023530204965126526
03123,0.002166226722190759
03131,0.00178287195250809
03141,0.0007999804147700979
03211,0.004988176127855478
03212,0.008384236994472214
03213,0.00039079901001684634
03221,0.0
03311,0.0002463052034458397
03312,0.005406123794482168
04111,0.21595143152086727
04121,0.0
04311,0.0012363891678914838
04321,0.0
04411,0.0
04431,0.003450774624549487
04441,0.033000175756245156
04500,0.0038156223358942307
04511,0.026272817340083864
04521,0.0018708965533306193
04522,0.0007416698218776482
04531,0.00012984140117751932
04541,0.0
04551,0.0
04552,0.0
04611,0.0006610107696310074
05110,0.0003674905112115244
05111,0.003881470977624934
05112,0.0015565229789644437
05113,0.0002887987529221187
05114,0.0034703065405627892
05115,0.0002821099534675193
05116,0.0006194929979575171
05121,0.0
05131,0.0
05211,0.0
05212,0.0007099570432870177
05311,0.0015809174240341596
05312,0.0016729867812327642
05313,0.001185097879838449
05314,0.00018886021989457356
05315,0.00011764417864266144
05316,0.00012787410722028418
05317,0.0
05321,0.0009710562972912657
05331,0.0
05411,0.0018568736820034476
05412,3.1508180019078024e-05
05413,0.0007297873663759479
05414,0.0
05511,8.538055774400514e-05
05512,0.0
05513,0.0
05521,0.0012257500421707559
05522,0.00012255454435992037
05523,0.0
05611,0.004351197821206055
05612,0.001955143949755257
05621,0.00016525269240775186
05622,0.0
05711,0.0
05712,0.0003305053848155037
06111,0.004687620826244921
06112,0.0009487235762887324
06113,0.0014817658085895084
06211,0.0017745778411843867
06221,0.0011283453837601298
06231,0.0016950204735537977
06232,0.0015226855228999993
06233,0.0
06311,0.00033207921998129185
06411,0.0
06412,0.00016525269240775186
07111,0.0007554408795782942
07112,0.009462683934301028
07121,0.00039345879144702826
07131,0.0014026805915086558
07141,0.0
07211,0.0015854343309599714
07221,0.016109477728325626
07231,0.0041915165052851915
07241,8.341326378676998e-05
07242,0.006920467991003491
07311,0.021886302657757525
07321,0.009090723731218667
07331,0.014135007082734491
07341,8.616747532689918e-05
07351,0.009166252080824838
07361,0.0011221444732069244
07411,0.013379172744364749
07412,0.00011803763743410848
08111,0.0003999902073850489
08121,0.00906626633274232
08131,0.030641107011190376
08141,0.0
09111,0.0035356049615913377
09112,0.001967467079103378
09121,0.000668093027877054
09122,0.0
09131,0.011830904530844863
09141,0.001139535351788883
09151,0.0
09211,0.0
09221,0.0005681544948495088
09222,0.0
09231,0.0004413191188386448
09311,0.003568624023369573
09312,0.001141817412779276
09321,0.0009595673005810126
09331,0.0024128624310214134
09341,0.0
09411,0.008640166199956846
09421,0.005251966639993223
09422,0.0007877045004769505
09423,0.00691749344254015
09424,0.0027404404824285518
09431,0.0
09511,0.012989648540832191
09521,0.0006821001608525681
09531,8.538055774400514e-05
09541,0.002284311574679841
09611,0.005498586610472219
09711,0.004972138747516096
09712,0.005229067338331006
10111,0.0
10121,0.001392057204139586
10131,0.06035854590193137
10141,0.007345088718733123
10151,0.0
10152,0.0
11111,0.020127793673615835
11112,0.04269849429156798
11121,0.01969910458198264
11131,0.0053888116076584985
11132,0.0032342312656945724
11211,0.010490791756352114
12111,0.008662388752497772
12121,0.0005209394398758654
12122,0.016929524541459524
12311,0.00044541109026969384
12321,0.0019060639001101543
12322,0.0003934351839195414
12331,0.002495315655357053
12411,0.00018886021989457356
12511,0.0003521456183450903
12521,0.007164491133458937
12531,0.00923369091767886
12541,0.006065560728947387
12551,0.0035718189087561225
12611,0.004406377013492552
12711,0.0013249646110220384
12712,0.0026829954988772855
12811,7.869175828940566e-05
12911,0.0
